Code name,Actual name,Description
item.itemScrap.*.1,Scrap,Useless scrap... right? The preferred food of the mass fabricator! Created from a Recycler by placing excess items in and powering it. Can also be crafted into a scrap box. 
item.itemMatter.*.1,UU-Matter,"The most versitile item ever made in minecraftiankind. You can craft it into many different resources and it is a component of highly advanced armor, machines, and weapons in its unaltered state."
item.itemCoin.*.1,Industrial Credit,Mainly used on IC2 servers as a form of currency.
item.itemDoorAlloy.*.1,Reinforced Door,"Created with Reinforced Stone, the Reinforced Door is an explosion resistant door that behaves like an Iron door. It requires a Lever or some other form of Redstone power in order to open."
item.itemToolMeter.*.1,EU-Reader,"This handy device can be used to scan a piece of cable to find how much power it carries.  Right click once to start the scan, and right click once more to finish it and view results."
item.itemArmorBatpack.*.1,BatPack,"The BatPack is a backpack filled with batteries that can provide energy to certain electric tools. It stores 60,000 EU, which is essentially 6 times the storage of any individual tool.  The BatPack is equipped in the Chest Slot, and is then immediately put to use by any relevant tools:"
item.itemArmorAlloyChestplate.*.1,Composite Vest,"Boots made of bronze, it has x1.5 the durability of iron armour."
item.itemArmorNanoHelmet.*.1,NanoSuit Helmet,"Carbon Plates are the most essential Ressource for creating Nanosuits, as well as... Energy Crystals!   Why use Crystals in armor, you ask?  For Energy storage, of course!

Energy Storage?

Didn't we tell you already, the Nanosuit runs on ENERGY and takes most of its protective ability from an ENERGY SHIELD!  HAYO! You can recharge your armor at an MFE or MFSU."
item.itemArmorNanoChestplate.*.1,NanoSuit Bodyarmor,"Carbon Plates are the most essential Ressource for creating Nanosuits, as well as... Energy Crystals!   Why use Crystals in armor, you ask?  For Energy storage, of course!

Energy Storage?

Didn't we tell you already, the Nanosuit runs on ENERGY and takes most of its protective ability from an ENERGY SHIELD!  HAYO! You can recharge your armor at an MFE or MFSU."
item.itemArmorNanoLegs.*.1,NanoSuit Leggings,"Carbon Plates are the most essential Ressource for creating Nanosuits, as well as... Energy Crystals!   Why use Crystals in armor, you ask?  For Energy storage, of course!

Energy Storage?

Didn't we tell you already, the Nanosuit runs on ENERGY and takes most of its protective ability from an ENERGY SHIELD!  HAYO! You can recharge your armor at an MFE or MFSU."
item.itemArmorNanoBoots.*.1,NanoSuit Boots,"Carbon Plates are the most essential Ressource for creating Nanosuits, as well as... Energy Crystals!   Why use Crystals in armor, you ask?  For Energy storage, of course!

Energy Storage?

Didn't we tell you already, the Nanosuit runs on ENERGY and takes most of its protective ability from an ENERGY SHIELD!  HAYO! You can recharge your armor at an MFE or MFSU."
item.itemArmorQuantumHelmet.*.1,QuantumSuit Helmet,"The QuantumSuit Helmet is an extremely advanced and powerful piece of equipment.  It is also extremely expensive, having two Iridium Plates as components. A charged helmet will allow its user to breathe underwater until the charge is depleted. Furthermore it will replenish the user's hunger-bar and cure poison effects.

The QuantumSuit Helmet, like all other pieces of QuantumSuit, stores up to 1 million EU, and can only be recharged in an MFS Unit."
item.itemArmorQuantumChestplate.*.1,QuantumSuit Bodyarmor,"QuantumSuit Armor is an extremely advanced and powerful piece of equipment.  It is also extremely expensive, having Iridium Plates as one of its components. A charged Bodyarmor will absorb ALL incoming damage up until it completely discharges.

The QuantumSuit Bodyarmor, like all other pieces of QuantumSuit, stores up to 1 million EU, and can only be recharged in an MFS Unit."
item.itemArmorQuantumLegs.*.1,QuantumSuit Leggings,"QuantumSuit Leggings are an extremely advanced and powerful piece of equipment.  They are also extremely expensive, having Iridium Plates as a component. Charged Leggings allow the user to sprint extremely fast (approximately 3.4 times faster) until discharged. To activate the Quantum-Suit's special abilities, start sprinting.

The QuantumSuit Leggings, like all other pieces of QuantumSuit, store up to 1 million EU, and can only be recharged in an MFS Unit."
item.itemArmorQuantumBoots.*.1,QuantumSuit Boots,"QuantumSuit Boots are an extremely advanced and powerful piece of equipment.  They are also extremely expensive, having Iridium Plates as one of their components. Charged Boots allow the user to jump extremely high (up to 9 blocks up) and negate all fall damage completely. Note: Hold ctrl while jumping to activate.

The QuantumSuit Boots, like all other pieces of QuantumSuit, store up to 1 million EU, and can only be recharged in an MFS Unit."
item.itemToolPainter.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterBlack.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterRed.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterGreen.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterBrown.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterBlue.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterPurple.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterCyanLightGrey.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterDarkGrey.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterPink.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterLime.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterYellow.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterCloud.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterMagenta.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterOrange.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolPainterWhite.*.1,Painter,Painters allows you to seperate Cable wiring so they don't connect to other cables of a different color.
item.itemToolCutter.*.1,Insulation Cutter,"The Insulation cutter is used to chop the Rubber insulation off of any sort of Cable. This will leave the (now uninsulated) cable on the ground, and drop the Rubber onto the ground, as an item.

Oddly enough, the cutter can also place insulation on wires, using rubber found in the players inventory.

Left click on wire: chop insulation, right click: add insulation."
item.itemPartCarbonFibre.*.1,Raw Carbon Fibre,Raw Carbon Fibers are a material that can be used to craft a Raw Carbon Mesh.
item.itemPartCarbonMesh.*.1,Raw Carbon Mesh,The Raw Carbon Mesh is a crafting material made out of 2 Raw Carbon Fibers. They can be compressed to form a Carbon Plate.
item.itemPartCarbonPlate.*.1,Carbon Plate,"Carbon Plates are a material that is used to craft several advanced items and machines, namely the Advanced Machine Block , the Nanosuit and the Nano Saber."
item.itemNanoSaber.*.1,Nano Saber,"The Nano Saber is the most advanced close combat technology on the go! Charge it up, right-click it, and slice those Creepers as if its an infinite durability Diamond Sword that uses electricity... with super-cool light effects!!  Now don't forget that it only loses energy when it's on, but it only deals massive damage when it's on!"
item.itemPartIridium.*.1,Iridium Plate,Iridium is a material that can only be obtained with the use of UU-Matter. Iridium is used to craft extremely powerful Quantum Armor.
item.itemTFBP.*.1,TFBP - Empty,"TFBPs control the effect a Terraformer will have on the surrounding area.  These little devices can literally save TERRAbytes of data.  Get it? Terrabyte?  HAYO!

But seriously, they really do! A single TFBP is capable of saving whole programs, DNA structures AND your account information! 

And yet to program one you can use your old-fashioned WORKBENCH, astonishing, isn't it?"
item.itemTFBPCultivation.*.1,TFBP - Cultivation,"The Cultivator will replace sand with dirt, dirt with grass and randomly add all kinds of plant life."
item.itemTFBPIrrigation.*.1,TFBP - Irrigation,"Turns sand into dirt and then grass, rarely spawns water on suface areas that are below the Terraformer's layer. Causes saplings, wheat and sugar cane to grow faster, also causes sugar cane to grow higher than its 3 block limit."
item.itemTFBPDesertification.*.1,TFBP - Desertification,"The Desertificator will melt ice/snow, destroy plants, and replace dirt with sand.
Warning! Will set forest fires!"
item.itemTFBPChilling.*.1,TFBP - Chilling,"Makes snow and snow blocks appear, freezes water."
item.itemTFBPFlatification.*.1,TFBP - Flatification,Removes all natural blocks (except stone) from the layers above the Terraformer. Also fills in the surface layers below the Terraformer with dirt.
item.itemToolWrenchElectric.*.1,Electric Wrench,"The Electric Wrench works the same as the Bronze Wrench, but instead of taking wear and tear with use, it uses electricity. Thus, it will never wear out, and like Mining Drills, it can be charged in BatBoxes and other storage devices, as well as by batteries."
item.itemScrapBox.*.1,Scrap Box,A box full of scrap. Right click and...?
item.itemPartCoalBall.*.1,Coal Ball,The Coal Ball is used for the first stage of creating an Industrial Diamond.  It must be compressed to have any use.
item.itemPartCoalBlock.*.1,Compressed Coal Ball,"The Compressed Coal Ball is the product of placing a Coal Ball in a Compressor, and is the second stage of production for creating an Industrial Diamond.  It must be combined with Obsidian to create a Coal Chunk."
item.itemPartCoalChunk.*.1,Coal Chunk,"The Coal Chunk is the third step in producing an Industrial Diamond.   Once you have a Coal Chunk, compress it one more time to recieve an Industrial Diamond."
item.itemPartIndustrialDiamond.*.1,Industrial Diamond,"Industrial Diamonds can be used as a replacement for Diamonds in all IndustrialCraft² recipes that use Diamonds as well as most vanilla game recipes, except for Diamond Armor, Diamond Blocks, Jukeboxes, and any recipes that use Diamonds that were added via different mods.

Industrial Diamonds cannot be mixed with normal Diamonds in a single recipe, they need to be all Diamonds or all Industrial Diamonds for it to work."
item.itemFreq.*.1,Frequency Transmitter,"The FreqTrans is capable of manipulating teleporters and opening momentary holes in Field Generator force fields.  Right click a teleporter with the FreqTrans to gain its current frequency.

Now left click Portal A to manipulate its frequency, add your own frequency and restart the gap in the space/time continuum via a single click.

Now left click  Portal B to manipulate its freq, setting it to the same as Portal A's, effectively linking the two together to allow access to each other."
item.itemDustClay.*.1,Clay Dust,"Macerated Clay Dust is used to make Foam Blocks, which are in turned placed in a compressor to produce Construction Foam pellets."
item.itemPartPellet.*.1,CF Pellet,A construction foam pellet. Made by compressing construction foam. Used in the refilling of the CF Sprayer.
item.itemFoamSprayer.*.1,CF Sprayer,"The construction foam sprayer. A tool capable of launching CF Pellets to create construction foam. Can now be launched directly into scaffolding by right clicking on scaffolding while holding the CF Sprayer to automatically fill the area defined by scaffolding with foam. In order to refill the sprayer, simply combine with more CF Pellets!"



,Credits,"Blueblade11 (Major editing), pwnedgod(added the descriptions, Some reorganization and all of IC2's code names), MrRegret (added descriptions, feel free to overwrite), Nukularpower (fixed up many descriptions to be well, more descriptive (mostly from the wiki)), iluvredwall (proofreading/minor editing, power loss of cables)"
