Code name,Actual Name,Description
tile.bookshelf.*.1,Bookshelf,A bookshelf is the sign of an intelligent man or woman. It is rumoured the enchantment table can magically read and learn from nearby bookshelves.
tile.brick.*.1,Brick,A brick is a very strong and non-flammable material. you can easily get bricks by smelting clay.
tile.ladder.*.1,Ladder,Ladders are perfect for climbing vertical surfaces or getting to the bottom of your mineshaft.
item.netherFence.*.1,Nether Brick Fence,"Its like a normal fence, but made from nether brick."
tile.sand.*.1,Sand,A naturally occurring block that follows the laws of gravity. Can be placed in a furnace to be smelted into glass.
tile.sandStone.*.1,Sandstone,Usually found under sand in a sand biome. it destroys faster then regular stone.
tile.snow.*.1,Snow,This Snow block is great for decoration or making snowmen.  Can be crafted with snowballs.
tile.stairsBrick.*.1,Brick Stairs,These brick stairs are perfect for your brick house.
tile.stairsStone.*.1,Stone Stairs,A simple stone staircase.
tile.stairsstonebricksmooth.*.1,Stone Brick Stairs,Stone brick stairs are quite fancy and will match well with any stone brick wall.
tile.stairsWood.*.1,Wooden Stairs,Stairs allow you to quickly gain altitude without having to jump and leap over rough terrain.
tile.stone.*.1,Stone,Naturally occurring block found in every biome. When destroyed it drops cobblestone which can be placed in a furnace to turn it back into stone.
tile.stonebricksmooth.*.1,Stonebrick,"This decorative brick block is great for making a stylish medieval castle, or lending a Gothic air to any structure. "
tile.stoneSlab.*.1,Slab,"This is a slab created of 3 of the same material. It only takes up half a blocks space, making it easy to walk up and for making gradual slopes. The slabs can also be stacked on top of each other as long as both slabs are the same material."
tile.stoneSlab.0.2
tile.stoneSlab.1.2
tile.stoneSlab.2.2
tile.stoneSlab.3.2
tile.stoneSlab.4.2
tile.thinglass.*.1,Glass Panes,Glass panes are a smaller alternative to the full sized glass blocks.  They connect to any adjecent block.
tile.trapdoor.*.1,Trapdoor,Trapdoors are used to create quick vertical access between two levels of a structure.
tile.wood.*.1,Wooden planks,"Planks of wood, the basis of many recipes. Can be crafted into stick which in turn can be used for torches, tools and weapons. They also make for nice wooden floors.

Find yourself a forest and get chopping!"
tile.workbench.*.2,Crafting Table,Want to craft? The crafting table is here for your crafting needs!
tile.workbench.*.1,Crafting Table,"The basis of all Minecraft technology, this wonderful cube can be used to create anything from swords to stairs.  However, there are rumors of a newly invented ""Crafting Table II"" that has the potential to make this old standby obsolete."
tile.furnace.*.2,Furnace,It is smelting time baby!
tile.furnace.*.1,Furnace,"With a bit of fuel in the bottom slot, this will smelt ores into ingots, burn cobblestone smooth, turn sand into glass, and can even cook your food.   Yep, it does it all!"
tile.glass.*.1,Glass,"Glass is made from silica (sand) and is commonly used as windows to view to beautiful lands from the safety of your home.
Glass can also be crafted into thinner glass panes."
tile.stairsNetherBrick.*.1,Nether Brick Stairs,"Much like normal stairs, except much more evil.  Every step on this staircase from Hell causes the air to resound with the screams of the tormented souls of the Nether."
tile.netherFence.*.1,Nether Brick Fence,"A fence made of pure evil, with a dash of wickedness thrown in for good measure."












Minecraft Forum Name,Credits:,"TheEnlightened(descrptions), mrkingster(descriptions), Kitten, JonReed, Blueblade11, pwnedgod, Vertebro, nukularpower(edits and descriptions), Oswarlan(minor edits here and there, reorganization)"
